VEC-00001 | 0.0100 | -0.1518 | 0.0100 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00925 | -0.0889 | -0.1079 | -0.0889 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00926 | -0.1243 | 0.1844 | 0.1844 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00927 | -0.4227 | 0.2344 | 0.2344 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00928 | -0.7155 | 0.1654 | 0.1654 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00929 | 0.1148 | -0.6679 | 0.1148 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00930 | -0.7120 | 0.0918 | 0.0918 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00931 | -0.4964 | 0.1461 | 0.1461 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00932 | -0.1806 | 0.3856 | 0.3856 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-00933 | -0.1214 | 0.0223 | 0.0223 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00934 | -0.2596 | 0.5923 | 0.5923 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-00935 | 0.2524 | -0.0511 | 0.2524 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-00936 | -0.2405 | 0.1028 | 0.1028 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00937 | -0.1140 | 0.0211 | 0.0211 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00938 | -0.1045 | -0.1824 | -0.1045 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00939 | 0.5124 | -0.0319 | 0.5124 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-00940 | -0.7875 | 0.6826 | 0.6826 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-00941 | -0.5174 | 0.8164 | 0.8164 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-00942 | -0.2319 | -0.0643 | -0.0643 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00943 | -0.0765 | -0.0855 | -0.0765 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00944 | -0.1008 | 0.4103 | 0.4103 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-00945 | -0.1275 | 0.1927 | 0.1927 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00946 | -0.0184 | 0.2094 | 0.2094 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00947 | -0.3754 | -0.1612 | -0.1612 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00948 | 0.2208 | -0.1772 | 0.2208 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00949 | 0.1994 | -0.3497 | 0.1994 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00950 | -0.1779 | 0.2583 | 0.2583 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-00951 | -0.2650 | 0.1864 | 0.1864 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00952 | 0.1766 | -0.6072 | 0.1766 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00953 | 0.5394 | -0.2221 | 0.5394 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-00954 | 0.6976 | -0.0309 | 0.6976 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-00955 | 0.0336 | -0.3652 | 0.0336 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00956 | -0.6241 | 0.1356 | 0.1356 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00957 | -0.2784 | 0.0146 | 0.0146 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00958 | -0.3084 | 0.4816 | 0.4816 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-00959 | 0.0951 | 0.4046 | 0.4046 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-00960 | 0.3366 | -0.3486 | 0.3366 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-00961 | -0.1561 | 0.3396 | 0.3396 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-00962 | -0.2224 | 0.3843 | 0.3843 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-00963 | 0.5707 | -0.3200 | 0.5707 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-00964 | -0.4155 | 0.1314 | 0.1314 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00965 | -0.2846 | 0.1993 | 0.1993 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00966 | 0.4014 | -0.6216 | 0.4014 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-00967 | 0.0243 | -0.3597 | 0.0243 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00968 | 0.1367 | -0.1313 | 0.1367 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00969 | -0.1407 | -0.2552 | -0.1407 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00970 | -0.6012 | 0.6128 | 0.6128 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-00971 | -0.1161 | -0.0871 | -0.0871 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00972 | -0.5393 | 0.2007 | 0.2007 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00973 | -0.1481 | 0.3891 | 0.3891 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-00974 | -0.3575 | 0.2810 | 0.2810 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-00975 | 0.4376 | -0.5651 | 0.4376 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-00976 | -0.4983 | 0.4716 | 0.4716 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-00977 | -0.5819 | -0.2228 | -0.2228 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00978 | 0.0889 | 0.1902 | 0.1902 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00979 | 0.2715 | -0.2637 | 0.2715 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-00980 | 0.2879 | -0.3538 | 0.2879 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-00981 | 0.2706 | -0.1359 | 0.2706 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-00982 | -0.3472 | 0.1198 | 0.1198 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00983 | -0.4313 | -0.4425 | -0.4313 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00984 | -0.1711 | -0.0241 | -0.0241 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00985 | 0.4150 | -0.1400 | 0.4150 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-00986 | -0.6288 | 0.4028 | 0.4028 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-00987 | 0.2324 | -0.3371 | 0.2324 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00988 | 0.1836 | -0.2800 | 0.1836 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00989 | -0.2177 | 0.3105 | 0.3105 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-00990 | -0.0826 | -0.6286 | -0.0826 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00991 | 0.6013 | -0.4338 | 0.6013 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-00992 | -0.0905 | 0.1003 | 0.1003 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00993 | -0.2972 | 0.4152 | 0.4152 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-00994 | -0.1194 | 0.4250 | 0.4250 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-00995 | -0.0684 | 0.0455 | 0.0455 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00996 | -0.0192 | -0.4765 | -0.0192 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00997 | -0.1527 | 0.4463 | 0.4463 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-00998 | -0.0560 | 0.2791 | 0.2791 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-00999 | 0.4105 | 0.1636 | 0.4105 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-01000 | -0.6266 | 0.2429 | 0.2429 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-01001 | 0.0249 | 0.0911 | 0.0911 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-01002 | 0.0655 | 0.2105 | 0.2105 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-01003 | -0.0877 | 0.6210 | 0.6210 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-01004 | 0.0176 | 0.0470 | 0.0470 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-01005 | -0.1887 | 0.0818 | 0.0818 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-01006 | -0.1820 | -0.0521 | -0.0521 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-01007 | 0.3388 | -0.2900 | 0.3388 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-01008 | -0.3641 | 0.4744 | 0.4744 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-01009 | -0.0385 | -0.1700 | -0.0385 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-01010 | 0.6381 | -0.3415 | 0.6381 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-01011 | -0.0368 | 0.0455 | 0.0455 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-01012 | 0.2338 | 0.2024 | 0.2338 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-01013 | -0.2002 | 0.1236 | 0.1236 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-01014 | 0.4898 | -0.4294 | 0.4898 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-01015 | 0.6637 | -0.8385 | 0.6637 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-01016 | -0.1572 | -0.3246 | -0.1572 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-01017 | 0.2739 | 0.0945 | 0.2739 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-01018 | -0.1364 | 0.1442 | 0.1442 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-01019 | -0.1826 | 0.1304 | 0.1304 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-01020 | 0.3897 | -0.2150 | 0.3897 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-01021 | 0.0314 | -0.4419 | 0.0314 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-01022 | -0.4500 | 0.6761 | 0.6761 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-01023 | -0.1689 | -0.4633 | -0.1689 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-01024 | -0.5238 | 0.5664 | 0.5664 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-01025 | -0.2958 | -0.0672 | -0.0672 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-01026 | -0.1239 | -0.0748 | -0.0748 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-01027 | -0.8289 | 0.2752 | 0.2752 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-01028 | 0.3139 | -0.4686 | 0.3139 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-01029 | 0.1656 | -0.7619 | 0.1656 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-01030 | 0.2640 | -0.2284 | 0.2640 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-01031 | 0.1337 | -0.6298 | 0.1337 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-01032 | 0.0336 | 0.3192 | 0.3192 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-01033 | -0.4149 | 0.4484 | 0.4484 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-01034 | -0.0393 | -0.0864 | -0.0393 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-01035 | -0.4359 | 0.2516 | 0.2516 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-01036 | 0.1914 | 0.0369 | 0.1914 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-01037 | -0.4582 | 0.6675 | 0.6675 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-01038 | 0.1306 | -0.1011 | 0.1306 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-01039 | -0.6387 | 0.0112 | 0.0112 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-01040 | 0.1439 | 0.1223 | 0.1439 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-01041 | -0.2467 | -0.1617 | -0.1617 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-01042 | 0.5083 | 0.2064 | 0.5083 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-01043 | 0.5503 | -0.4144 | 0.5503 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-01044 | 0.2777 | -0.0111 | 0.2777 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-01045 | -0.0249 | -0.6155 | -0.0249 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-01046 | 0.1130 | -0.2371 | 0.1130 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-01047 | -0.3665 | 0.0028 | 0.0028 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-01048 | -0.2731 | 0.2430 | 0.2430 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-01049 | -0.1533 | 0.2261 | 0.2261 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-01050 | 0.5066 | 0.2278 | 0.5066 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-01051 | 0.1394 | -0.4436 | 0.1394 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-01052 | -0.4262 | 0.1018 | 0.1018 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-01053 | 0.1987 | -0.4182 | 0.1987 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-01054 | -0.5297 | 0.0425 | 0.0425 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-01055 | -0.0640 | 0.1671 | 0.1671 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-01056 | -0.4830 | 0.4401 | 0.4401 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-01057 | 0.0438 | 0.1752 | 0.1752 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-01058 | 0.6073 | -0.1924 | 0.6073 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-01059 | -0.1413 | -0.2964 | -0.1413 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-01060 | -0.4051 | 0.6495 | 0.6495 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-01061 | -0.1518 | 0.2787 | 0.2787 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-01062 | 0.0037 | -0.0654 | 0.0037 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-01063 | 0.3795 | -0.6306 | 0.3795 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-01064 | 0.2620 | -0.5449 | 0.2620 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-01065 | 0.7926 | -0.5205 | 0.7926 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-01066 | -0.0120 | -0.4127 | -0.0120 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-01067 | 0.3631 | -0.1074 | 0.3631 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-01068 | 0.0423 | 0.4640 | 0.4640 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-01069 | -0.3115 | 0.4388 | 0.4388 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-01070 | -0.3671 | 0.4851 | 0.4851 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-01071 | 0.0436 | 0.5554 | 0.5554 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-01072 | -0.6074 | 0.3587 | 0.3587 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-01073 | -0.2943 | 0.1361 | 0.1361 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-01074 | -0.2291 | 0.7120 | 0.7120 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-01075 | 0.3683 | 0.0613 | 0.3683 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-01076 | 0.0406 | 0.1501 | 0.1501 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-01077 | 0.5981 | -0.3623 | 0.5981 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-01078 | 0.4149 | -0.5764 | 0.4149 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-01079 | -0.6032 | 0.5252 | 0.5252 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-01080 | -0.1321 | 0.2234 | 0.2234 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-01081 | 0.0809 | -0.4817 | 0.0809 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-01082 | -0.3951 | -0.2369 | -0.2369 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-01083 | -0.2949 | -0.2370 | -0.2370 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-01084 | -0.1961 | 0.4058 | 0.4058 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-01085 | -0.5949 | -0.0115 | -0.0115 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-01086 | -0.3930 | -0.0340 | -0.0340 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-01087 | -0.6649 | 0.2817 | 0.2817 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-01088 | 0.6380 | -0.3924 | 0.6380 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-01089 | -0.6384 | 0.7678 | 0.7678 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-01090 | 0.0190 | 0.7734 | 0.7734 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-01091 | 0.3433 | -0.4375 | 0.3433 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-01092 | -0.3673 | 0.0569 | 0.0569 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-01093 | -0.4350 | -0.0842 | -0.0842 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-01094 | -0.4114 | -0.2098 | -0.2098 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-01095 | -0.5478 | 0.4536 | 0.4536 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-01096 | -0.5816 | 0.7026 | 0.7026 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-01097 | -0.3591 | 0.1942 | 0.1942 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-01098 | -0.0221 | 0.0036 | 0.0036 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-01099 | -0.5762 | 0.6739 | 0.6739 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-01100 | -0.4104 | -0.1756 | -0.1756 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-01101 | 0.2070 | 0.1488 | 0.2070 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-01102 | -0.1292 | -0.0292 | -0.0292 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-01103 | -0.3574 | -0.0316 | -0.0316 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-01104 | 0.0268 | -0.2870 | 0.0268 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-01105 | 0.0818 | 0.2143 | 0.2143 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-01106 | -0.2351 | 0.4664 | 0.4664 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
